Lot Area,Overall Qual,Mas Vnr Area,Exter Qual,Bsmt Qual,BsmtFin Type 1,BsmtFin SF 1,Heating QC,1st Flr SF,Gr Liv Area,Kitchen Qual,Fireplaces,Garage Area,SalePrice,vintage,new_age,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_ClearCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Foundation_PConc,Foundation_Slab
8308,4,20.0,3,3,4,132.0,3,1088,1088,3,0,520.0,110000,57,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12299,7,67.0,3,4,6,1328.0,3,1664,1664,4,1,663.0,213000,42,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8121,6,0.0,3,4,1,0.0,5,953,1664,3,1,460.0,172400,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5680,5,0.0,3,3,1,0.0,3,933,1173,3,0,240.0,113000,119,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12304,7,144.0,4,4,6,20.0,5,1367,1367,4,1,484.0,192000,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9928,7,0.0,3,4,6,1239.0,3,1478,1478,3,1,506.0,210000,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7819,6,0.0,3,3,5,422.0,3,1117,1117,3,1,672.0,107000,44,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14375,6,541.0,3,3,6,111.0,4,1344,1344,4,1,525.0,137500,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8400,7,0.0,4,4,1,0.0,5,784,1611,4,0,572.0,195800,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10134,5,0.0,3,3,1,0.0,4,735,1034,3,0,240.0,109000,80,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14450,9,315.0,5,5,1,0.0,5,2121,2121,5,1,732.0,415298,14,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9556,7,52.0,3,4,1,0.0,4,1187,1187,4,0,420.0,160000,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2280,6,0.0,3,4,5,566.0,3,855,1456,3,1,440.0,148500,44,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9100,7,0.0,4,4,1,0.0,5,1212,1212,4,0,573.0,178000,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10625,7,0.0,4,4,6,1430.0,5,1662,1662,5,1,711.0,291000,14,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10320,5,0.0,3,3,1,0.0,4,880,1308,3,0,400.0,120000,105,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9531,6,0.0,3,4,6,706.0,5,882,1796,3,0,546.0,211000,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8125,8,288.0,4,4,1,0.0,5,1836,1836,4,1,517.0,264500,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11664,7,0.0,4,4,6,1234.0,5,1611,1611,4,0,1231.0,250000,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10207,7,0.0,4,4,1,0.0,5,874,1761,4,0,578.0,227875,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11070,7,70.0,3,3,1,0.0,4,1959,1959,3,0,766.0,171000,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10400,7,0.0,3,4,1,0.0,5,866,1779,4,0,546.0,197900,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6600,5,0.0,4,3,5,641.0,5,816,816,4,1,264.0,130500,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12552,7,0.0,4,4,6,222.0,5,991,1947,4,1,678.0,254900,16,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25000,5,0.0,3,3,1,0.0,3,1632,1632,3,0,576.0,143000,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10246,4,0.0,3,3,6,648.0,5,960,960,3,0,364.0,145000,55,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8529,7,0.0,4,4,6,20.0,5,1434,1434,4,1,527.0,189000,19,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11988,6,0.0,3,3,2,326.0,2,849,1660,3,1,240.0,188700,86,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8638,5,0.0,3,3,5,181.0,4,925,925,3,0,484.0,133500,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8850,7,0.0,3,3,1,0.0,5,815,1690,3,1,225.0,144000,104,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10562,8,300.0,4,5,6,1288.0,5,1610,2161,5,1,789.0,325624,13,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7984,7,200.0,4,4,1,0.0,5,868,1630,4,1,436.0,189500,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25339,5,0.0,3,3,1,0.0,5,1416,1416,4,0,576.0,112000,102,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8658,6,101.0,3,3,3,643.0,5,1324,1324,3,1,440.0,160000,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9246,5,564.0,3,3,1,0.0,3,1656,1656,3,0,506.0,135000,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7518,5,0.0,2,2,1,0.0,4,665,1330,3,0,390.0,116500,110,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7875,7,38.0,3,4,1,0.0,4,1253,1253,3,1,402.0,176000,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16321,5,0.0,3,3,4,1277.0,3,1600,1600,3,2,319.0,207500,63,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7488,7,0.0,4,4,6,393.0,5,1208,1208,4,0,632.0,183600,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6060,5,0.0,4,3,5,737.0,5,1001,1001,4,0,216.0,124900,90,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12003,8,84.0,4,5,1,0.0,5,774,1968,5,1,680.0,269500,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1680,6,158.0,3,3,4,330.0,3,483,987,3,0,264.0,100000,47,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10367,9,284.0,5,5,6,1015.0,5,1743,1743,5,1,927.0,335000,12,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7438,5,0.0,3,2,1,0.0,4,936,1252,3,0,576.0,127000,112,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2529,7,0.0,3,4,5,378.0,2,1055,1055,3,0,440.0,148500,43,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12393,7,0.0,4,4,1,0.0,5,847,1948,4,1,434.0,195000,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9262,8,194.0,4,4,1,0.0,5,1578,1578,5,1,840.0,287090,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16033,9,378.0,4,5,6,1261.0,5,1850,1850,4,1,772.0,326000,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9272,7,0.0,4,4,6,500.0,5,856,1749,4,0,515.0,196000,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13215,8,112.0,4,4,6,994.0,5,1426,1914,4,1,746.0,279000,16,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8100,5,0.0,3,3,3,338.0,4,1559,1559,3,0,812.0,153500,72,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11428,8,248.0,4,4,1,0.0,5,1634,1634,4,1,866.0,250000,14,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4435,6,170.0,4,4,6,685.0,5,848,848,4,0,420.0,140000,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8240,6,198.0,3,3,1,0.0,4,1179,1179,3,0,622.0,110000,60,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,6,0.0,3,4,4,429.0,4,1252,1252,3,1,564.0,235000,60,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5362,5,0.0,3,3,1,0.0,5,661,1250,3,1,552.0,139000,110,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7175,6,0.0,4,4,1,0.0,4,1332,1332,4,0,542.0,145000,30,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9020,6,183.0,3,3,3,312.0,3,1165,1165,3,0,490.0,174900,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9308,5,0.0,3,3,3,554.0,3,984,984,3,0,310.0,126000,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13695,5,0.0,3,3,6,646.0,5,1114,1114,4,0,576.0,159000,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6292,6,0.0,3,4,3,384.0,3,790,790,3,0,160.0,91000,90,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10943,6,0.0,4,4,6,930.0,5,1337,1337,4,1,522.0,177000,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14419,7,310.0,3,4,6,904.0,5,1479,1479,4,1,578.0,213500,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
11340,6,0.0,3,3,1,0.0,3,1200,1200,3,0,312.0,125000,97,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5684,6,0.0,3,3,1,0.0,5,813,813,4,0,270.0,110000,90,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8991,7,130.0,3,4,6,624.0,3,1324,1324,4,1,585.0,174000,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7830,3,0.0,3,2,2,416.0,3,492,492,3,0,200.0,61500,99,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6955,7,94.0,4,4,1,0.0,5,1368,1368,4,1,474.0,202500,15,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7700,5,0.0,3,3,2,138.0,3,882,882,3,0,461.0,112500,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10083,7,121.74462046789705,4,4,6,833.0,5,1200,1200,4,0,555.0,184900,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9937,5,0.0,4,3,4,830.0,4,1256,1256,3,0,276.0,147500,55,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10200,6,219.0,4,4,6,783.0,5,1509,1509,4,1,600.0,175000,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9100,5,69.0,3,3,1,0.0,3,1144,1144,3,1,336.0,120000,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9927,7,252.0,4,5,6,1005.0,3,1083,1083,3,1,596.0,172000,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7500,7,210.0,4,4,6,902.0,5,1218,1218,4,0,462.0,230348,13,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10914,3,0.0,3,3,1,0.0,2,715,715,3,0,660.0,68000,91,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8050,6,97.19767874308948,3,4,6,475.0,5,914,914,4,0,0.0,117250,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5911,9,278.0,5,5,6,472.0,5,1565,1565,5,1,556.0,282500,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6854,5,0.0,3,3,2,317.0,3,916,1060,3,1,308.0,136500,95,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11024,7,118.0,4,4,1,0.0,5,1400,1400,4,0,612.0,186800,15,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9535,6,0.0,3,4,6,851.0,5,926,1604,3,0,472.0,195500,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12085,8,328.0,4,5,6,1004.0,5,1734,1734,5,1,928.0,318000,13,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8000,6,0.0,3,4,6,219.0,4,773,1658,3,1,431.0,188000,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9187,9,162.0,5,5,6,1121.0,5,1766,1766,5,1,478.0,370878,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9636,6,0.0,3,4,1,0.0,4,808,1593,3,1,389.0,178000,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7728,5,120.0,3,3,5,803.0,3,1190,1190,3,0,540.0,132500,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,5,0.0,3,3,2,365.0,3,694,694,4,1,352.0,90350,107,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10616,7,0.0,4,4,1,0.0,5,628,1356,4,1,484.0,177439,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16269,5,76.0,3,4,6,625.0,3,907,907,3,0,343.0,140000,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10456,6,120.0,3,3,6,506.0,4,1829,1829,3,0,535.0,218500,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10936,7,0.0,4,4,1,0.0,5,1525,1525,4,1,534.0,206580,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12209,6,0.0,3,5,5,690.0,5,804,1961,4,1,560.0,215000,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6930,5,120.0,3,3,4,300.0,5,1352,1352,4,0,288.0,130000,62,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8064,5,0.0,3,3,1,0.0,5,672,924,3,1,576.0,122900,71,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8064,6,0.0,3,3,3,621.0,4,765,1133,3,0,900.0,128500,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32668,6,394.44146200984426,4,3,3,1219.0,3,2515,2515,3,2,484.0,200624,63,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12436,5,0.0,3,3,1,0.0,2,1824,1824,3,0,484.0,146000,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12217,8,147.51106101917068,4,5,6,745.0,5,955,1880,5,1,880.0,310013,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11929,8,466.0,4,4,1,0.0,5,1251,2501,4,1,751.0,290000,25,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12546,6,310.0,4,4,4,678.0,5,1440,1440,4,1,467.0,182900,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8640,8,0.0,4,4,6,350.0,5,896,1792,4,0,590.0,255000,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5940,4,0.0,3,0,0,0.0,3,896,896,3,0,280.0,79000,74,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8525,5,0.0,3,3,1,0.0,3,1024,1964,3,0,0.0,130000,109,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7008,4,0.0,3,2,1,0.0,5,448,720,2,0,280.0,86900,120,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2117,6,216.0,4,4,6,417.0,5,769,1573,4,0,440.0,177000,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10665,7,167.0,4,4,6,1013.0,5,1479,1479,4,0,558.0,226000,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7689,5,0.0,3,4,6,720.0,4,796,796,3,0,336.0,131900,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7945,5,0.0,3,3,5,179.0,5,1150,1150,3,0,300.0,141000,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,7,0.0,4,4,1,0.0,5,600,1200,4,0,480.0,151000,16,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8633,6,0.0,4,4,6,193.0,5,738,1476,4,0,540.0,173500,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11645,8,76.0,4,5,6,24.0,5,1498,1498,4,1,844.0,237000,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10845,8,504.0,4,4,6,1149.0,5,1575,1575,4,1,732.0,284000,17,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13811,6,72.0,3,4,6,980.0,4,1137,1137,4,1,551.0,176000,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5400,6,0.0,3,3,2,370.0,4,1149,1616,4,0,216.0,152000,94,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7931,5,0.0,3,3,4,374.0,3,1269,1269,3,1,308.0,155000,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7558,6,0.0,3,3,1,0.0,4,1172,1913,3,1,342.0,177000,92,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10300,7,0.0,3,3,1,0.0,4,902,1710,3,0,480.0,140000,99,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21384,5,0.0,3,3,6,1309.0,5,1072,1576,4,1,528.0,223500,97,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11050,8,0.0,4,4,6,615.0,5,1036,1916,4,1,741.0,254900,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4484,5,0.0,3,3,5,485.0,3,778,1282,3,0,240.0,108500,78,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8530,7,22.0,3,4,1,0.0,4,804,1474,3,1,400.0,168500,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8160,5,0.0,3,3,5,312.0,2,756,1134,3,0,240.0,126000,80,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,8,174.0,5,5,6,1476.0,5,1648,1648,5,1,482.0,230000,13,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13501,8,208.0,4,4,6,63.0,5,1636,1636,4,1,865.0,255000,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5400,6,0.0,2,3,1,0.0,5,1044,1480,3,0,207.0,119000,100,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2448,7,106.0,4,4,6,573.0,5,764,1626,4,0,474.0,154000,17,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7018,5,0.0,3,0,0,0.0,3,1535,1535,3,0,400.0,118858,41,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7703,6,40.0,3,4,5,450.0,5,1034,1034,3,1,504.0,153000,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10634,5,0.0,3,3,4,428.0,3,1319,1319,3,0,270.0,123000,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12878,7,418.0,4,4,5,1262.0,5,1760,1760,4,1,583.0,269500,17,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8480,6,120.0,4,4,6,602.0,5,886,1680,4,0,474.0,163000,27,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20544,7,123.0,3,4,1,0.0,4,1236,2093,3,1,542.0,215000,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11027,6,28.0,3,3,4,468.0,4,1293,1293,3,0,452.0,149900,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,5,0.0,3,3,1,0.0,3,581,1111,2,0,288.0,101000,100,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9525,6,0.0,3,3,2,468.0,3,1068,1609,3,0,305.0,149900,67,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9763,7,239.0,4,4,6,1102.0,5,1502,1502,4,1,286.0,330000,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7892,6,0.0,3,4,1,0.0,3,918,918,3,1,264.0,99500,41,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16905,5,0.0,3,3,4,967.0,4,1328,1328,3,2,308.0,170000,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5000,5,0.0,3,3,4,116.0,1,803,803,3,0,360.0,87000,79,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12456,10,230.0,5,5,6,1172.0,5,1718,1718,5,1,786.0,337500,14,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8068,6,0.0,4,4,1,0.0,5,1010,2267,4,1,390.0,200000,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8450,5,90.0,3,3,4,162.0,3,909,909,3,0,294.0,116000,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12700,6,0.0,3,3,5,939.0,3,1246,1246,3,2,441.0,172000,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8125,7,98.1032471785841,4,4,1,0.0,5,822,1665,4,0,562.0,205950,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10000,6,261.0,3,3,1,0.0,3,1116,1116,3,0,440.0,160000,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14175,6,0.0,3,3,6,776.0,3,1188,1188,3,1,621.0,185000,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14584,1,0.0,2,0,0,0.0,1,733,733,2,0,487.0,13100,68,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10004,6,180.0,3,3,3,196.0,3,1516,1516,3,0,472.0,167000,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6270,5,0.0,3,3,4,284.0,3,1001,2002,3,0,871.0,145000,71,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12929,6,276.0,3,3,6,697.0,3,1081,1081,3,0,401.0,148000,60,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10421,7,42.0,3,4,6,394.0,3,980,1714,3,1,496.0,196500,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5784,5,0.0,3,2,1,0.0,4,886,886,3,0,273.0,91300,82,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11824,8,298.0,4,4,1,0.0,5,1685,1685,4,1,658.0,253000,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6420,5,0.0,3,5,2,210.0,2,1148,1148,3,0,308.0,123500,68,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10454,6,143.0,3,3,3,546.0,4,1105,1105,3,0,308.0,135000,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9100,5,51.0,3,3,2,36.0,5,988,988,3,0,624.0,129500,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,5,0.0,3,3,1,0.0,5,1800,1800,3,0,0.0,141000,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12228,7,206.0,4,5,1,0.0,5,1740,1740,4,0,874.0,293000,14,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9247,6,318.0,3,3,3,319.0,5,858,1716,3,1,490.0,171000,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8544,3,0.0,3,0,0,0.0,2,1040,1040,3,0,400.0,92900,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1680,5,356.0,3,3,3,350.0,3,630,1302,3,0,264.0,111750,48,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9550,7,0.0,3,3,5,216.0,4,961,1717,4,1,642.0,140000,105,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10800,8,100.0,4,5,6,789.0,5,1050,2078,5,1,836.0,339750,13,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7301,7,500.0,4,0,0,0.0,5,495,1922,4,1,672.0,198500,17,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9037,8,32.0,4,4,6,428.0,5,1484,1484,5,1,472.0,265900,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
13830,5,0.0,3,4,6,791.0,4,928,1629,3,1,482.0,189900,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6173,5,75.0,3,3,6,599.0,3,902,902,3,0,288.0,125500,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13128,8,216.0,4,4,1,0.0,5,1074,2064,4,1,527.0,250000,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14311,8,402.0,4,4,6,1023.0,5,1236,2340,4,1,787.0,306000,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10655,8,296.0,4,4,6,1124.0,5,1629,1629,4,1,880.0,284000,17,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11500,5,164.0,3,3,1,0.0,2,1680,1680,3,0,528.0,136905,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,6,0.0,3,3,3,276.0,3,866,1296,3,0,576.0,127500,93,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8789,5,0.0,3,3,3,659.0,3,941,941,3,1,288.0,129200,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9750,7,171.0,4,4,1,0.0,5,1630,1630,4,1,451.0,213000,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6000,5,0.0,3,3,2,616.0,4,616,616,3,0,205.0,89000,99,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
