Lot Area,Lot Shape,Overall Qual,Mas Vnr Area,Exter Qual,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,BsmtFin SF 1,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,SalePrice,vintage,new_age,garage_age,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone
8978,3,5,0.0,3,3,3,1,0.0,948.0,3,1,948,948,1,3,6,0,1.0,300.0,108000,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5119,3,9,60.0,4,5,3,6,1238.0,1698.0,5,1,1709,1709,2,4,5,1,2.0,506.0,328900,21,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9069,4,6,0.0,3,4,3,6,747.0,936.0,5,1,996,996,1,4,5,0,2.0,564.0,147000,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5700,3,7,0.0,3,3,3,3,336.0,672.0,4,0,672,1344,1,4,6,1,2.0,456.0,140000,91,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10400,4,6,288.0,3,3,3,3,247.0,732.0,4,1,1012,1790,1,3,8,1,2.0,484.0,165150,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4485,4,5,0.0,3,3,3,4,579.0,936.0,3,1,936,936,1,3,5,1,0.0,0.0,109500,100,70,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8450,4,5,0.0,3,3,3,4,775.0,1056.0,5,1,1056,1056,1,3,6,1,1.0,304.0,142000,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8877,4,4,0.0,3,3,3,5,690.0,816.0,5,1,816,816,1,3,3,1,1.0,288.0,100000,82,62,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8064,4,6,0.0,3,3,3,5,481.0,816.0,3,1,816,1224,1,3,5,0,1.0,280.0,132000,72,16,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10179,3,6,0.0,3,4,3,5,847.0,945.0,5,1,945,1608,2,3,7,1,2.0,470.0,189500,23,23,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19508,4,6,144.0,3,3,3,5,800.0,1430.0,3,1,1430,1430,2,3,6,2,2.0,484.0,192000,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8800,4,6,0.0,3,3,3,5,901.0,1187.0,5,1,1565,1565,2,4,7,2,1.0,299.0,185900,55,20,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21000,4,6,184.0,3,4,3,5,35.0,1809.0,3,1,2259,2259,2,4,7,2,2.0,450.0,217000,67,67,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11075,4,6,0.0,3,2,3,5,500.0,952.0,3,1,1092,2112,2,3,9,2,2.0,576.0,206900,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2280,4,7,0.0,3,4,3,5,435.0,1057.0,3,1,1055,1055,2,3,4,1,2.0,440.0,123000,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13758,3,9,430.0,5,5,3,6,1232.0,1792.0,5,1,1792,1792,2,4,6,1,3.0,925.0,372397,15,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2592,4,5,0.0,3,4,3,3,129.0,536.0,3,1,536,1112,1,3,4,0,1.0,336.0,85000,44,44,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9801,4,8,156.0,4,4,3,1,0.0,1341.0,5,1,1341,1861,3,4,7,1,3.0,851.0,257000,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3000,4,6,76.0,4,4,3,6,294.0,612.0,5,1,612,1224,2,4,4,0,2.0,528.0,173733,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32463,4,4,149.0,3,3,3,4,1159.0,1249.0,5,1,1622,1622,1,3,7,1,4.0,1356.0,168000,59,45,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8842,4,5,0.0,3,2,3,1,0.0,381.0,5,1,992,992,1,3,6,0,1.0,319.0,155891,66,66,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2364,4,6,0.0,4,4,3,5,279.0,855.0,3,1,855,1456,2,3,6,1,2.0,440.0,138000,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1484,4,4,0.0,3,3,3,3,252.0,546.0,3,1,546,1092,1,3,5,0,1.0,253.0,79400,48,48,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12435,4,7,172.0,4,4,3,6,361.0,963.0,5,1,963,1792,2,4,7,1,2.0,564.0,231500,19,19,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8544,4,3,0.0,3,0,0,0,0.0,0.0,4,0,1040,1040,2,3,6,0,2.0,400.0,93500,70,70,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12887,4,5,0.0,3,4,3,3,207.0,833.0,3,1,833,833,1,4,5,0,2.0,495.0,149900,36,36,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13110,3,5,144.0,3,4,3,6,962.0,1153.0,5,1,1193,1193,2,3,6,0,2.0,501.0,146500,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6615,4,6,0.0,3,3,3,1,0.0,1022.0,3,0,1432,1432,1,4,6,1,1.0,216.0,149000,97,70,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10237,4,6,0.0,4,4,3,1,0.0,728.0,5,1,728,1456,2,4,8,1,2.0,390.0,170440,15,14,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17500,4,7,0.0,4,4,3,6,1406.0,1902.0,3,1,1902,1902,2,5,7,2,2.0,567.0,335000,61,18,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9464,4,6,135.0,3,3,3,4,570.0,1080.0,4,1,1080,1080,1,3,5,0,1.0,288.0,136000,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8366,3,6,0.0,4,4,3,1,0.0,798.0,5,1,798,1640,2,4,6,0,2.0,520.0,173000,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6000,4,5,145.0,3,3,3,1,0.0,816.0,5,1,816,1566,1,4,7,0,2.0,450.0,139000,96,70,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9400,3,6,250.0,3,4,4,6,945.0,945.0,3,1,980,980,2,3,4,0,0.0,0.0,127500,45,45,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14145,4,7,0.0,4,4,3,5,213.0,1208.0,5,1,1621,1621,2,4,8,0,2.0,440.0,202500,36,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6000,4,5,0.0,3,3,3,4,384.0,768.0,3,1,768,1328,1,3,6,0,1.0,308.0,129500,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9000,4,5,0.0,3,3,3,1,0.0,610.0,5,0,819,819,1,4,4,0,0.0,0.0,72000,101,70,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11100,4,5,0.0,3,3,3,2,1080.0,1080.0,3,0,1080,1480,1,3,7,1,1.0,253.0,136500,69,26,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15426,3,6,0.0,3,4,3,6,821.0,928.0,5,1,928,1764,2,4,7,0,2.0,470.0,231500,23,23,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8428,2,5,0.0,3,4,4,6,420.0,990.0,5,1,990,990,1,3,5,0,1.0,384.0,146000,26,26,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8400,4,5,0.0,3,4,3,6,744.0,833.0,4,1,898,898,1,3,6,0,1.0,326.0,140000,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8199,4,7,0.0,4,4,3,6,648.0,728.0,5,1,728,1456,2,4,7,1,2.0,410.0,189000,15,15,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5400,4,4,0.0,4,3,3,1,0.0,672.0,4,1,672,672,1,3,4,0,1.0,308.0,86900,80,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6240,4,5,0.0,3,3,3,1,0.0,1042.0,5,1,1042,1576,1,3,8,1,1.0,225.0,149000,92,70,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43500,4,3,0.0,3,0,0,0,0.0,0.0,5,1,2034,2034,1,3,9,0,4.0,1041.0,130000,67,67,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9600,4,5,0.0,3,3,3,4,32.0,572.0,4,1,1337,1337,1,4,7,1,1.0,264.0,141500,70,14,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11072,3,5,0.0,3,3,3,1,0.0,1728.0,3,1,1728,1728,2,3,10,0,2.0,576.0,145000,55,55,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9248,3,6,106.0,3,4,3,6,560.0,1158.0,4,1,1167,1167,2,4,6,0,2.0,400.0,173000,28,28,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10090,3,7,364.0,3,3,3,3,242.0,725.0,3,1,1035,1651,2,3,6,2,1.0,276.0,172000,57,21,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21370,4,5,0.0,3,0,0,0,0.0,0.0,3,1,1640,1640,1,3,7,1,2.0,394.0,131000,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11700,3,5,0.0,3,3,3,4,606.0,942.0,5,1,1265,1938,2,4,7,1,1.0,240.0,198000,83,25,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8450,4,7,108.0,3,4,3,1,0.0,1349.0,5,1,1349,1349,2,3,6,0,2.0,539.0,179000,20,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13688,3,9,664.0,4,5,3,6,1016.0,1572.0,5,1,1572,2668,2,5,10,2,3.0,726.0,412500,17,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8500,4,7,106.0,4,4,3,1,0.0,1422.0,5,1,1422,1422,2,4,7,0,2.0,626.0,179600,16,16,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12350,4,9,0.0,4,5,3,6,986.0,1365.0,5,1,1365,2690,2,5,8,1,3.0,864.0,398800,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9204,4,5,0.0,3,3,3,4,25.0,1144.0,3,1,1144,1144,1,3,6,0,1.0,336.0,124000,57,57,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11950,3,7,144.28723738880984,4,4,3,1,0.0,384.0,5,1,754,1394,2,4,7,1,2.0,400.0,165500,17,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7800,4,5,0.0,3,4,3,3,507.0,793.0,3,1,793,1118,1,3,5,1,2.0,410.0,119900,81,70,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24090,4,7,0.0,3,3,3,1,0.0,1032.0,5,1,1207,2403,2,3,10,2,1.0,349.0,244400,80,70,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9399,4,7,0.0,3,3,3,1,0.0,818.0,3,1,818,1636,1,4,7,1,1.0,288.0,167000,101,70,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9991,3,4,0.0,3,3,3,4,1116.0,1281.0,5,1,1620,1620,2,3,8,1,2.0,490.0,150000,44,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8400,4,5,0.0,3,2,3,4,623.0,1179.0,4,1,1364,1364,1,3,6,1,1.0,331.0,132000,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4060,4,5,0.0,3,2,3,1,0.0,864.0,5,1,864,864,1,3,4,0,0.0,0.0,99900,98,70,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13693,4,9,772.0,5,4,3,1,0.0,2153.0,5,1,2069,2643,2,5,9,1,3.0,694.0,380000,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10650,4,5,0.0,3,3,4,2,182.0,894.0,3,1,894,894,1,3,5,0,1.0,308.0,128200,44,44,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10000,4,5,272.0,3,3,3,4,678.0,1058.0,5,1,1370,1370,1,3,6,1,1.0,300.0,148000,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6120,4,5,0.0,3,3,3,1,0.0,741.0,4,1,741,1324,1,4,7,0,1.0,180.0,110000,90,36,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14463,3,9,406.0,5,5,3,6,1115.0,1641.0,5,1,1641,1641,2,5,7,0,3.0,885.0,316500,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6853,3,8,136.0,4,5,3,6,1005.0,1267.0,5,1,1296,1296,2,4,6,0,2.0,471.0,220000,19,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16280,4,8,0.0,5,4,5,6,1044.0,1426.0,5,1,1671,1671,3,5,6,1,2.0,550.0,290000,44,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6240,4,5,0.0,3,3,3,2,448.0,928.0,3,1,928,1536,2,3,7,1,2.0,480.0,138400,90,70,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10846,3,8,0.0,4,4,3,6,1619.0,1719.0,5,1,1719,1719,1,4,6,2,2.0,473.0,324000,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27650,2,7,0.0,3,4,3,6,425.0,585.0,5,1,2069,2069,2,4,9,1,2.0,505.0,242000,60,13,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11184,4,6,92.0,3,3,3,2,226.0,918.0,4,1,918,1683,2,3,7,1,2.0,440.0,172500,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18160,4,6,138.0,3,3,3,4,550.0,1302.0,2,1,1128,1128,1,3,6,1,2.0,480.0,154204,56,56,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11900,3,6,387.0,3,3,3,3,1040.0,1392.0,3,1,1392,1392,1,3,6,2,2.0,458.0,166000,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16023,3,9,600.0,4,5,3,6,1218.0,1398.0,5,1,1414,2798,3,5,11,1,3.0,670.0,457347,15,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22002,4,6,136.0,3,3,3,5,1386.0,1592.0,4,1,1652,1652,1,4,6,1,2.0,510.0,200000,61,29,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10600,3,6,0.0,3,3,3,1,0.0,533.0,3,1,1131,1775,2,3,8,0,2.0,480.0,136300,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8475,3,4,0.0,3,3,3,5,228.0,952.0,5,1,952,952,1,3,4,0,1.0,283.0,135750,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8248,4,5,0.0,3,3,3,1,0.0,686.0,4,1,686,1250,1,2,7,0,1.0,280.0,116000,102,70,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70761,3,7,0.0,3,4,3,5,655.0,1533.0,3,1,1533,1533,2,4,5,2,2.0,576.0,280000,45,45,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6000,4,6,0.0,3,3,3,3,300.0,780.0,3,1,780,1416,1,3,6,0,1.0,312.0,139900,72,70,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8013,3,8,0.0,4,4,3,6,741.0,1587.0,5,1,1734,1734,2,4,6,0,2.0,528.0,239500,25,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7200,4,4,0.0,3,3,3,3,20.0,864.0,3,1,874,874,1,3,5,0,2.0,576.0,97500,49,49,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14115,3,6,0.0,3,3,3,5,296.0,1073.0,5,1,1811,1811,1,5,6,1,2.0,470.0,230000,64,16,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8973,4,5,85.0,3,3,3,3,567.0,1008.0,3,1,1053,1053,1,5,6,0,2.0,750.0,150000,62,29,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16492,3,6,0.0,4,3,3,5,247.0,1517.0,5,1,1888,1888,2,4,6,1,2.0,578.0,190000,54,18,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7060,4,7,200.0,3,4,4,6,1309.0,1344.0,5,1,1344,1344,2,3,8,0,4.0,784.0,206300,23,22,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10172,3,5,0.0,3,3,3,5,441.0,864.0,5,1,874,874,1,3,5,0,1.0,288.0,126500,52,17,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9480,4,5,224.0,3,3,3,2,386.0,728.0,5,1,888,1644,1,4,7,2,1.0,312.0,146500,78,25,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9206,4,6,336.0,4,4,3,1,0.0,741.0,3,1,977,1732,2,4,7,1,2.0,476.0,178000,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9084,4,5,0.0,3,3,2,2,236.0,616.0,3,0,616,1111,1,3,5,0,1.0,200.0,95000,79,70,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2998,4,6,513.0,4,4,3,6,353.0,756.0,5,1,768,1524,2,4,4,0,2.0,440.0,166000,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9600,4,7,0.0,3,3,4,2,16.0,728.0,5,1,832,1641,1,5,6,1,2.0,546.0,178000,95,30,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7832,4,5,0.0,3,3,3,6,775.0,864.0,5,1,864,864,1,3,4,0,1.0,280.0,137250,52,52,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7500,4,6,0.0,3,4,3,1,0.0,1158.0,5,1,1158,1158,1,4,5,0,0.0,0.0,143500,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9278,4,5,0.0,3,4,3,1,0.0,1092.0,5,1,1092,1092,1,3,5,0,0.0,0.0,146000,13,12,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4882,3,4,0.0,3,3,3,3,120.0,348.0,3,1,453,906,1,3,5,0,1.0,231.0,87000,83,70,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17778,3,8,0.0,4,4,3,5,1632.0,2461.0,4,1,2497,2497,2,4,7,2,2.0,676.0,373000,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6000,4,6,0.0,4,3,3,1,0.0,698.0,3,1,786,1176,1,3,4,0,2.0,624.0,134900,83,20,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,4,6,82.0,3,4,3,6,547.0,547.0,4,1,1072,1072,2,3,5,0,2.0,525.0,140000,15,14,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1495,4,4,189.0,3,3,3,5,384.0,546.0,5,1,546,1092,1,3,5,0,0.0,0.0,93900,50,50,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7692,4,4,0.0,3,5,3,1,0.0,416.0,4,1,1204,1204,1,3,6,0,1.0,312.0,100000,66,66,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5070,3,8,0.0,4,4,3,1,0.0,1280.0,5,1,1280,1280,2,4,5,0,2.0,506.0,180000,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8190,4,4,0.0,3,3,3,3,732.0,948.0,5,1,948,948,1,3,5,1,1.0,280.0,119000,66,66,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9600,4,5,0.0,3,3,3,1,0.0,1568.0,3,1,1568,1568,1,3,7,0,2.0,440.0,143000,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7920,3,6,0.0,3,3,3,1,0.0,319.0,3,1,1035,1406,1,2,6,0,0.0,0.0,89500,100,70,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7200,4,5,0.0,3,3,3,5,247.0,1022.0,3,0,1022,1022,1,3,4,0,1.0,280.0,85000,110,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7200,4,7,0.0,4,4,4,1,0.0,1293.0,5,1,1301,1301,2,4,5,1,2.0,572.0,187750,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10800,4,5,0.0,3,3,3,3,821.0,1120.0,5,1,1130,1130,1,3,5,1,2.0,720.0,120000,100,70,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12394,3,7,0.0,4,4,3,1,0.0,847.0,5,1,847,1733,2,4,7,1,2.0,433.0,225000,17,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
